invoice_number,vendor,amount,invoice_date,due_date,status,po_number
INV-2026-2220,BluePeak Marketing,2925.05,2026-01-11,2026-02-10,paid,PO-6876
INV-2026-3177,Delta Freight Solutions LLC,296.13,2026-03-19,2026-05-18,overdue,PO-6985
INV-2026-3681,Bluepeak Marketing,835.85,2026-01-31,2026-03-02,pending,PO-6016
INV-2026-3898,Harborstone Consulting Group,93.95,2026-03-22,2026-04-06,overdue,PO-6684
INV-2026-3026,Fleetline Maintenance,582.89,2026-01-08,2026-02-07,paid,PO-6212
INV-2026-2890,Pinnacle Telecom,1360.17,2026-06-03,2026-07-03,overdue,PO-6728
INV-2026-2982,Wellspring Analytics,1218.13,2026-01-22,2026-02-21,overdue,PO-6727
INV-2026-2012,Baystate Facilities,131.89,2026-03-27,2026-04-11,pending,PO-6711
INV-2026-5247,Harborstone Consulting Group,726.66,2026-02-12,2026-03-14,pending,PO-6795
INV-2026-4552,Meadowbrook Payroll,338.47,2026-06-08,2026-07-23,pending,PO-6248
INV-2026-2331,Civic Square Legal,586.42,2026-04-24,2026-05-24,pending,PO-6571
INV-2026-4948,Golden Valley Catering,460.31,2026-03-15,2026-03-30,pending,PO-6901
INV-2026-3397,Zenith IT Consulting,3299.39,2026-03-19,2026-04-03,overdue,PO-6690
INV-2026-3942,Wellspring Analytics,720.21,2026-06-11,2026-06-26,overdue,PO-6658
INV-2026-4216,Precision Print Shop,944.83,2026-01-27,2026-02-26,pending,PO-6252
INV-2026-4593,Ridgeline HVAC,1450.54,2026-01-31,2026-03-02,overdue,PO-6482
INV-2026-4620,Baystate Facilities,1017.14,2026-02-20,2026-04-21,overdue,PO-6038
INV-2026-3080,IRONCLAD LOGISTICS,566.73,2026-02-21,2026-04-22,paid,PO-6911
INV-2026-4054,Precision Print Shop,1947.52,2026-06-16,2026-07-31,pending,PO-6429
INV-2026-2589,Pinnacle Telecom,454.86,2026-02-08,2026-04-09,overdue,PO-6038
INV-2026-5015,Wellspring Analytics,2639.89,2026-01-26,2026-02-25,pending,PO-6892
INV-2026-3572,Civic Square Legal,266.65,2026-03-31,2026-05-15,paid,PO-6365
INV-2026-2365,Summit Office Supplies,187.61,2026-02-07,2026-02-22,paid,PO-6892
INV-2026-3675,Quartz Design Studio,1634.79,2026-03-08,2026-03-23,pending,PO-6365
INV-2026-4837,Meadowbrook Payroll,425.78,2026-02-12,2026-03-14,overdue,PO-6851
INV-2026-3820,Northwind Security,999.11,2026-05-31,2026-06-15,paid,PO-6706
INV-2026-2849,Delta Freight Solutions LLC,584.71,2026-03-28,2026-04-27,paid,PO-6459
INV-2026-3945,Pinnacle Telecom,110.12,2026-03-17,2026-05-01,pending,PO-6387
INV-2026-3793,Trustpoint Insurance,1107.94,2026-05-23,2026-06-22,paid,PO-6502
INV-2026-3061,Trustpoint Insurance,116.56,2026-04-12,2026-05-12,overdue,PO-6592
INV-2026-2090,Quartz Design Studio,4997.89,2026-02-10,2026-03-12,overdue,PO-6336
INV-2026-2517,Riverside Cleaning Co,3168.16,2026-05-06,2026-06-05,overdue,PO-6753
INV-2026-2516,Trustpoint Insurance,995.48,2026-04-15,2026-04-30,paid,PO-6109
INV-2026-2041,Delta Freight Solutions,91.36,2026-02-19,2026-04-05,overdue,PO-6701
INV-2026-3023,Meadowbrook Payroll,1525.66,2026-04-24,2026-06-23,overdue,PO-6085
INV-2026-4226,Everline Distribution,472.69,2026-03-02,2026-04-01,overdue,PO-6071
INV-2026-4439,Golden Valley Catering,382.31,2026-04-08,2026-05-08,pending,PO-6730
INV-2026-4541,Baystate Facilities,310.14,2026-04-18,2026-05-18,overdue,PO-6754
INV-2026-3678,BluePeak Marketing,207.6,2026-04-06,2026-05-06,overdue,PO-6030
INV-2026-4333,Trustpoint Insurance,460.07,2026-06-15,2026-07-15,pending,PO-6697
INV-2026-5053,Golden Valley Catering,2013.66,2026-05-27,2026-06-26,overdue,PO-6833
INV-2026-5142,Baystate Facilities,1230.86,2026-04-13,2026-04-28,pending,PO-6623
INV-2026-3609,Quartz Design Studio,2195.58,2026-06-07,2026-07-07,pending,PO-6429
INV-2026-2761,Golden Valley Catering,905.84,2026-01-31,2026-04-01,paid,PO-6574
INV-2026-3431,Ridgeline HVAC,1609.77,2026-05-02,2026-07-01,paid,PO-6181
INV-2026-3543,Summit Office Supplies,2484.86,2026-04-19,2026-06-18,overdue,PO-6556
INV-2026-4759,Zenith IT Consulting,1183.21,2026-04-23,2026-06-07,pending,PO-6935
INV-2026-3660,Fleetline Maintenance,523.57,2026-02-20,2026-04-06,overdue,PO-6606
INV-2026-2900,Riverside Cleaning Co,1992.53,2026-04-29,2026-05-14,pending,PO-6762
INV-2026-2362,Meadowbrook Payroll,383.39,2026-06-28,2026-08-12,pending,PO-6014
INV-2026-3316,Riverside Cleaning Co,139.59,2026-03-03,2026-04-02,overdue,PO-6352
INV-2026-4275,Pinnacle Telecom,2557.28,2026-01-27,2026-03-28,pending,PO-6944
INV-2026-3962,Zenith IT Consulting,209.47,2026-05-11,2026-06-10,paid,PO-6715
INV-2026-4063,Zenith IT Consulting,140.82,2026-04-20,2026-05-20,overdue,PO-6249
INV-2026-4881,Meadowbrook Payroll,826.99,2026-02-28,2026-03-30,overdue,PO-6031
INV-2026-3718,Baystate Facilities,1466.21,2026-01-21,2026-03-07,overdue,PO-6056
INV-2026-3435,Golden Valley Catering,488.84,2026-06-29,2026-07-29,paid,PO-6813
INV-2026-4020,Northwind Security,45.2,2026-01-22,2026-03-23,overdue,PO-6570
INV-2026-3822,Meadowbrook Payroll,1623.25,2026-04-10,2026-05-10,overdue,PO-6921
INV-2026-2121,SUMMIT OFFICE SUPPLIES,466.2,2026-04-12,2026-05-12,pending,PO-6625
INV-2026-3090,Bluepeak Marketing,465.4,2026-04-22,2026-05-22,pending,PO-6597
INV-2026-4804,Wellspring Analytics,175.61,2026-06-10,2026-07-10,overdue,PO-6260
INV-2026-2584,Meadowbrook Payroll,1412.62,2026-01-08,2026-01-23,overdue,PO-6844
INV-2026-2406,Trustpoint Insurance,272.55,2026-04-19,2026-05-19,overdue,PO-6101
INV-2026-3615,Fleetline Maintenance,3645.07,2026-04-06,2026-05-06,overdue,PO-6418
INV-2026-4878,Meadowbrook Payroll,723.48,2026-05-06,2026-06-05,pending,PO-6280
INV-2026-3870,Baystate Facilities,2775.86,2026-04-07,2026-04-22,pending,PO-6863
INV-2026-4528,Delta Freight Solutions,4920.93,2026-03-25,2026-04-24,paid,PO-6683
INV-2026-3954,Harborstone Consulting,317.26,2026-05-08,2026-05-23,pending,PO-6868
INV-2026-4715,Northwind Security,234.72,2026-05-21,2026-06-20,pending,PO-6226
INV-2026-4582,Fleetline Maintenance,1677.54,2026-02-20,2026-04-06,pending,PO-6052
INV-2026-4506,Civic Square Legal,542.39,2026-03-06,2026-03-21,overdue,PO-6284
INV-2026-2004,Golden Valley Catering,699.12,2026-06-13,2026-07-13,overdue,PO-6041
INV-2026-5093,Zenith IT Consulting,453.58,2026-05-05,2026-06-04,overdue,PO-6326
INV-2026-2071,Zenith IT Consulting,774.47,2026-06-25,2026-07-25,pending,PO-6894
INV-2026-3018,Harborstone Consulting Group,2042.63,2026-06-09,2026-07-09,overdue,PO-6296
INV-2026-2036,Wellspring Analytics,607.91,2026-04-01,2026-05-16,overdue,PO-6735
INV-2026-3088,Baystate Facilities,2354.83,2026-04-29,2026-05-29,paid,PO-6784
INV-2026-4408,Bluepeak Marketing,1672.44,2026-02-21,2026-04-22,pending,PO-6301
INV-2026-2027,Zenith IT Consulting,955.24,2026-02-18,2026-03-05,paid,PO-6857
INV-2026-2701,BluePeak Marketing,246.18,2026-01-20,2026-03-06,paid,PO-6019
INV-2026-2321,Zenith IT Consulting,1347.32,2026-02-02,2026-03-19,pending,PO-6398
INV-2026-3466,Pinnacle Telecom,1309.65,2026-02-25,2026-04-26,paid,PO-6341
INV-2026-2689,Precision Print Shop,378.65,2026-05-12,2026-07-11,overdue,PO-6766
INV-2026-5241,Everline Distribution,1346.7,2026-06-06,2026-07-06,overdue,PO-6292
INV-2026-3405,Delta Freight Solutions LLC,3244.18,2026-04-10,2026-05-10,paid,PO-6860
INV-2026-4041,summit office supplies,2860.92,2026-03-17,2026-04-16,overdue,PO-6195
INV-2026-4106,Everline Distribution,313.12,2026-02-13,2026-03-30,pending,PO-6516
INV-2026-3402,Golden Valley Catering,1239.8,2026-02-06,2026-03-08,overdue,PO-6417
INV-2026-4219,Riverside Cleaning Co,506.18,2026-03-10,2026-04-09,paid,PO-6235
INV-2026-2030,Zenith IT Consulting,418.16,2026-01-15,2026-02-14,paid,PO-6946
INV-2026-3392,Everline Distribution,502.78,2026-05-31,2026-07-15,overdue,PO-6048
INV-2026-4304,Zenith IT Consulting,775.1,2026-05-26,2026-06-10,pending,PO-6932
INV-2026-4854,Trustpoint Insurance,593.6,2026-03-19,2026-04-18,overdue,PO-6925
INV-2026-3973,Everline Distribution,1688.99,2026-04-25,2026-05-25,paid,PO-6890
INV-2026-2178,Meadowbrook Payroll,1143.27,2026-06-13,2026-06-28,overdue,PO-6155
INV-2026-2149,Ridgeline HVAC,1315.82,2026-04-12,2026-05-27,overdue,PO-6287
INV-2026-4774,Quartz Design Studio,1139.99,2026-02-05,2026-03-22,pending,PO-6590
INV-2026-2392,Northwind Security,172.06,2026-03-19,2026-04-18,overdue,PO-6250
INV-2026-4996,Delta Freight Solutions,1361.88,2026-01-16,2026-01-31,pending,PO-6498
INV-2026-4221,Pinnacle Telecom,526.73,2026-03-15,2026-04-29,pending,PO-6471
INV-2026-4348,BluePeak Marketing,884.31,2026-06-26,2026-07-26,overdue,PO-6903
INV-2026-3579,Civic Square Legal,299.12,2026-03-24,2026-04-23,pending,PO-6600
INV-2026-4237,Meadowbrook Payroll,517.61,2026-04-01,2026-05-16,pending,PO-6746
INV-2026-3776,Zenith IT Consulting,158.86,2026-01-20,2026-03-06,pending,PO-6602
INV-2026-4722,Pinnacle Telecom,525.04,2026-02-13,2026-02-28,pending,PO-6984
INV-2026-4034,Fleetline Maintenance,274.7,2026-05-18,2026-06-17,overdue,PO-6949
INV-2026-2197,Trustpoint Insurance,192.73,2026-03-14,2026-04-28,overdue,PO-6761
INV-2026-2765,Wellspring Analytics,687.47,2026-02-07,2026-04-08,overdue,PO-6789
INV-2026-2207,Harborstone Consulting Group,484.36,2026-04-20,2026-05-20,pending,PO-6713
INV-2026-3875,Precision Print Shop,919.98,2026-06-07,2026-07-07,overdue,PO-6104
INV-2026-4640,Ridgeline HVAC,426.54,2026-06-06,2026-07-06,paid,PO-6283
INV-2026-3773,Wellspring Analytics,886.17,2026-01-07,2026-02-06,overdue,PO-6365
INV-2026-5054,Pinnacle Telecom,844.0,2026-05-20,2026-06-19,paid,PO-6617
INV-2026-4440,Delta Freight Solutions,427.18,2026-03-11,2026-03-26,paid,PO-6996
INV-2026-3557,Delta Freight Solutions,130.94,2026-04-01,2026-05-01,paid,PO-6258
INV-2026-2627,Quartz Design Studio,1437.03,2026-06-01,2026-07-01,pending,PO-6800
INV-2026-5114,Zenith IT Consulting,1873.06,2026-04-24,2026-05-24,paid,PO-6645
INV-2026-3268,Riverside Cleaning Co,390.26,2026-05-28,2026-07-12,overdue,PO-6977
INV-2026-2341,Precision Print Shop,179.04,2026-06-28,2026-07-13,paid,PO-6780
INV-2026-4500,Golden Valley Catering,669.21,2026-02-16,2026-03-03,overdue,PO-6139
INV-2026-2875,Baystate Facilities,501.29,2026-06-29,2026-07-29,pending,PO-6676
INV-2026-2597,Ridgeline HVAC,936.9,2026-02-01,2026-04-02,paid,PO-6600
INV-2026-2356,Golden Valley Catering,723.82,2026-03-05,2026-03-20,paid,PO-6892
INV-2026-3888,Baystate Facilities,947.92,2026-02-13,2026-03-15,paid,PO-6089
INV-2026-3130,Golden Valley Catering,6806.98,2026-03-23,2026-04-07,paid,PO-6076
INV-2026-3338,Quartz Design Studio,3198.1,2026-03-04,2026-03-19,paid,PO-6709
INV-2026-3190,Trustpoint Insurance,554.33,2026-04-13,2026-06-12,overdue,PO-6510
INV-2026-3143,Meadowbrook Payroll,415.26,2026-01-20,2026-02-19,paid,PO-6797
INV-2026-4247,Wellspring Analytics,917.37,2026-02-25,2026-04-11,overdue,PO-6846
INV-2026-4116,Everline Distribution,4054.72,2026-05-06,2026-06-20,paid,PO-6727
INV-2026-5074,Quartz Design Studio,1219.95,2026-01-28,2026-03-14,overdue,PO-6877
INV-2026-2948,Baystate Facilities,340.0,2026-02-21,2026-04-07,paid,PO-6162
INV-2026-2796,summit office supplies,4977.47,2026-05-17,2026-06-01,paid,PO-6816
INV-2026-2962,Riverside Cleaning Co,1925.54,2026-03-23,2026-05-07,paid,PO-6233
INV-2026-2835,Ridgeline HVAC,256.11,2026-04-09,2026-06-08,pending,PO-6775
INV-2026-3341,Ironclad Logistics,1066.71,2026-03-04,2026-05-03,overdue,PO-6075
INV-2026-2625,Ridgeline HVAC,49.41,2026-04-27,2026-05-27,pending,PO-6539
INV-2026-2060,Precision Print Shop,4153.7,2026-01-21,2026-02-20,paid,PO-6663
INV-2026-3921,summit office supplies,3185.4,2026-06-21,2026-07-06,pending,PO-6447
INV-2026-2145,Everline Distribution,882.96,2026-01-23,2026-02-07,paid,PO-6525
INV-2026-2109,Zenith IT Consulting,1361.89,2026-06-28,2026-07-13,overdue,PO-6702
INV-2026-3816,Wellspring Analytics,1690.44,2026-01-20,2026-02-19,overdue,PO-6562
INV-2026-2834,Civic Square Legal,5070.39,2026-02-03,2026-03-05,pending,PO-6615
INV-2026-4430,summit office supplies,5142.1,2026-02-07,2026-04-08,pending,PO-6657
INV-2026-4417,Harborstone Consulting Group,209.49,2026-04-06,2026-04-21,pending,PO-6579
INV-2026-2011,Quartz Design Studio,404.08,2026-05-16,2026-06-30,paid,PO-6365
INV-2026-2499,Everline Distribution,2581.33,2026-05-27,2026-07-26,overdue,PO-6695
INV-2026-4667,Riverside Cleaning Co,309.94,2026-04-25,2026-05-25,overdue,PO-6008
INV-2026-4342,Wellspring Analytics,829.57,2026-05-18,2026-07-17,pending,PO-6836
INV-2026-2474,Precision Print Shop,993.25,2026-06-11,2026-08-10,pending,PO-6568
INV-2026-4784,Zenith IT Consulting,132.16,2026-02-22,2026-03-09,paid,PO-6987
INV-2026-3627,Ironclad Logistics,1008.52,2026-05-09,2026-06-08,paid,PO-6605
INV-2026-5099,Pinnacle Telecom,216.96,2026-06-22,2026-08-21,paid,PO-6294
INV-2026-4880,Civic Square Legal,484.94,2026-05-13,2026-05-28,overdue,PO-6385
INV-2026-3617,Quartz Design Studio,,2026-03-21,2026-04-20,pending,PO-6229
INV-2026-3117,Zenith IT Consulting,1101.88,2026-01-27,2026-02-11,pending,PO-6752
INV-2026-4815,Precision Print Shop,12912.8,2026-02-14,2026-03-31,overdue,PO-6930
INV-2026-4278,Quartz Design Studio,1425.3,2026-05-31,2026-07-15,overdue,PO-6271
INV-2026-3380,Quartz Design Studio,539.16,2026-02-07,2026-03-09,paid,PO-6940
INV-2026-3856,Delta Freight Solutions LLC,1147.08,2026-06-01,2026-07-01,overdue,PO-6957
INV-2026-3145,Harborstone Consulting Group,561.86,2026-06-28,2026-07-28,overdue,PO-6287
INV-2026-4359,Civic Square Legal,1961.84,2026-03-01,2026-03-31,overdue,PO-6590
INV-2026-2785,Northwind Security,205.78,2026-04-04,2026-05-04,overdue,PO-6706
INV-2026-3802,Fleetline Maintenance,1368.45,2026-05-01,2026-05-31,paid,PO-6042
INV-2026-4311,Trustpoint Insurance,2920.71,2026-01-31,2026-02-15,overdue,PO-6630
INV-2026-2338,Precision Print Shop,439.25,2026-02-08,2026-02-23,paid,PO-6507
INV-2026-2566,Northwind Security,910.77,2026-04-05,2026-06-04,overdue,PO-6443
INV-2026-4708,summit office supplies,925.24,2026-06-27,2026-07-27,pending,PO-6042
INV-2026-3701,Baystate Facilities,1465.08,2026-04-01,2026-05-31,paid,PO-6766
INV-2026-2471,Riverside Cleaning Co,380.21,2026-06-19,2026-07-19,pending,PO-6130
INV-2026-3225,Bluepeak Marketing,957.35,2026-04-24,2026-05-09,overdue,PO-6343
INV-2026-5173,Everline Distribution,1366.11,2026-05-15,2026-06-14,pending,PO-6866
INV-2026-3223,Baystate Facilities,516.56,2026-05-31,2026-06-30,overdue,PO-6985
INV-2026-4682,Harborstone Consulting Group,253.29,2026-05-29,2026-06-28,overdue,PO-6402
INV-2026-2111,Golden Valley Catering,3143.92,2026-03-28,2026-04-12,pending,PO-6382
INV-2026-3033,Civic Square Legal,3018.41,2026-06-21,2026-07-06,pending,PO-6633
INV-2026-4597,SUMMIT OFFICE SUPPLIES,1275.12,2026-04-14,2026-05-14,overdue,PO-6653
INV-2026-2593,Bluepeak Marketing,851.99,2026-03-21,2026-04-05,pending,PO-6372
INV-2026-2638,Bluepeak Marketing,338.1,2026-03-29,2026-04-13,overdue,PO-6357
INV-2026-4100,IRONCLAD LOGISTICS,1568.87,2026-01-15,2026-02-14,pending,PO-6777
INV-2026-3624,Ridgeline HVAC,3989.11,2026-01-08,2026-02-22,overdue,PO-6869
INV-2026-2409,Everline Distribution,3961.97,2026-03-21,2026-05-20,pending,PO-6597
INV-2026-4415,Zenith IT Consulting,610.71,2026-03-11,2026-05-10,overdue,PO-6603
INV-2026-3486,Northwind Security,127.49,2026-06-22,2026-07-07,paid,PO-6117
INV-2026-3906,Meadowbrook Payroll,320.2,2026-02-26,2026-03-13,pending,PO-6932
INV-2026-3953,Everline Distribution,83.25,2026-01-04,2026-02-03,pending,PO-6626
INV-2026-4044,Golden Valley Catering,124.49,2026-03-16,2026-03-31,pending,PO-6263
INV-2026-2908,Bluepeak Marketing,955.31,2026-02-07,2026-03-09,pending,PO-6072
INV-2026-3961,Quartz Design Studio,743.7,2026-06-19,2026-07-19,overdue,PO-6460
INV-2026-4866,Everline Distribution,150.09,2026-02-13,2026-04-14,overdue,PO-6955
INV-2026-2559,Harborstone Consulting,3979.58,2026-06-20,2026-07-20,pending,PO-6303
INV-2026-3999,Golden Valley Catering,1716.11,2026-04-15,2026-06-14,pending,PO-6288
INV-2026-2330,Meadowbrook Payroll,1945.97,2026-01-11,2026-02-10,paid,PO-6289
INV-2026-2655,Ridgeline HVAC,114.91,2026-03-24,2026-05-23,paid,PO-6866
INV-2026-2389,Wellspring Analytics,355.19,2026-04-22,2026-05-22,pending,PO-6428
INV-2026-2370,Quartz Design Studio,932.45,2026-06-07,2026-06-22,pending,PO-6880
INV-2026-4422,Meadowbrook Payroll,3050.65,2026-02-11,2026-03-13,overdue,PO-6573
INV-2026-4322,Ridgeline HVAC,1374.96,2026-05-04,2026-07-03,pending,PO-6575
INV-2026-2196,Precision Print Shop,886.94,2026-02-07,2026-03-24,overdue,PO-6520
INV-2026-5157,Golden Valley Catering,224.37,2026-05-21,2026-06-05,paid,PO-6765
INV-2026-2316,Fleetline Maintenance,415.29,2026-02-05,2026-04-06,pending,PO-6173
INV-2026-2020,IRONCLAD LOGISTICS,711.72,2026-03-24,2026-04-23,overdue,PO-6760
INV-2026-3451,Bluepeak Marketing,750.62,2026-04-07,2026-05-07,paid,PO-6299
INV-2026-2044,Golden Valley Catering,627.4,2026-03-19,2026-04-18,overdue,PO-6675
INV-2026-3604,Wellspring Analytics,11406.45,2026-04-19,2026-05-19,paid,PO-6683
INV-2026-2119,Northwind Security,672.84,2026-05-29,2026-06-28,overdue,PO-6500
INV-2026-3830,Riverside Cleaning Co,3440.4,2026-04-19,2026-05-19,paid,PO-6379
INV-2026-2235,Delta Freight Solutions,2004.97,2026-01-29,2026-02-28,pending,PO-6611
INV-2026-4856,Precision Print Shop,3604.64,2026-05-29,2026-07-28,overdue,PO-6903
INV-2026-3576,Civic Square Legal,6759.19,2026-02-04,2026-03-06,overdue,PO-6085
INV-2026-2853,Quartz Design Studio,1195.69,2026-04-14,2026-05-14,pending,PO-6434
INV-2026-2120,Wellspring Analytics,996.69,2026-06-29,2026-08-28,pending,PO-6240
INV-2026-2452,Meadowbrook Payroll,1059.97,2026-05-07,2026-07-06,pending,PO-6326
INV-2026-3412,Baystate Facilities,470.01,2026-05-18,2026-06-17,overdue,PO-6025
INV-2026-2491,Golden Valley Catering,593.31,2026-05-28,2026-07-12,pending,PO-6599
INV-2026-2755,Meadowbrook Payroll,565.76,2026-06-19,2026-07-19,overdue,PO-6385
INV-2026-3905,Pinnacle Telecom,981.73,2026-04-18,2026-05-18,overdue,PO-6842
INV-2026-4258,Fleetline Maintenance,1865.76,2026-03-01,2026-04-15,paid,PO-6648
INV-2026-3228,Northwind Security,1577.83,2026-05-03,2026-06-02,pending,PO-6996
INV-2026-2102,Quartz Design Studio,465.02,2026-02-14,2026-03-16,pending,PO-6994
INV-2026-3284,Trustpoint Insurance,1293.79,2026-05-02,2026-05-17,pending,PO-6818
INV-2026-3959,Civic Square Legal,7734.31,2026-05-02,2026-07-01,pending,PO-6261
INV-2026-5001,Golden Valley Catering,7136.45,2026-03-26,2026-04-25,overdue,PO-6985
INV-2026-2364,Baystate Facilities,128.51,2026-03-30,2026-05-29,pending,PO-6799
INV-2026-3339,Meadowbrook Payroll,339.39,2026-04-13,2026-05-13,paid,PO-6070
INV-2026-2729,Civic Square Legal,465.57,2026-01-01,2026-01-31,pending,PO-6700
INV-2026-4448,Wellspring Analytics,810.74,2026-01-11,2026-02-10,paid,PO-6420
INV-2026-4571,Golden Valley Catering,2210.03,2026-04-01,2026-05-01,pending,PO-6998
INV-2026-4938,Wellspring Analytics,4276.65,2026-05-27,2026-07-26,pending,PO-6423
INV-2026-3538,Golden Valley Catering,567.08,2026-04-20,2026-06-04,pending,PO-6321
INV-2026-3299,Harborstone Consulting,269.2,2026-06-29,2026-08-13,pending,PO-6433
INV-2026-2966,Wellspring Analytics,943.6,2026-06-13,2026-07-28,paid,PO-6457
INV-2026-3886,Fleetline Maintenance,81.36,2026-01-09,2026-02-08,pending,PO-6504
INV-2026-4332,Fleetline Maintenance,581.31,2026-05-15,2026-05-30,overdue,PO-6761
INV-2026-4242,Riverside Cleaning Co,229.93,2026-04-07,2026-05-07,overdue,PO-6976
INV-2026-2933,Quartz Design Studio,274.79,2026-03-11,2026-05-10,overdue,PO-6373
INV-2026-2176,Northwind Security,190.83,2026-01-12,2026-02-11,paid,PO-6065
INV-2026-4328,Pinnacle Telecom,2153.74,2026-02-07,2026-03-24,paid,PO-6100
INV-2026-4894,Zenith IT Consulting,208.29,2026-05-01,2026-05-16,paid,PO-6991
INV-2026-4810,Civic Square Legal,3404.31,2026-04-29,2026-05-29,paid,PO-6300
INV-2026-4952,Quartz Design Studio,2991.64,2026-06-05,2026-07-20,pending,PO-6485
INV-2026-3801,Bluepeak Marketing,682.66,2026-03-01,2026-03-31,paid,PO-6770
INV-2026-4731,Wellspring Analytics,688.23,2026-02-19,2026-04-05,paid,PO-6257
INV-2026-4160,Trustpoint Insurance,1373.9,2026-02-18,2026-03-20,pending,PO-6228
INV-2026-4151,Wellspring Analytics,45.29,2026-06-27,2026-08-26,overdue,PO-6988
INV-2026-5146,Harborstone Consulting Group,3385.76,2026-03-08,2026-04-07,pending,PO-6475
INV-2026-2104,Quartz Design Studio,209.6,2026-05-24,2026-06-23,overdue,PO-6166
INV-2026-5231,Baystate Facilities,13621.84,2026-02-27,2026-03-29,paid,PO-6139
INV-2026-4425,IRONCLAD LOGISTICS,2727.94,2026-01-20,2026-02-19,paid,PO-6009
INV-2026-2862,Riverside Cleaning Co,3757.64,2026-03-06,2026-05-05,overdue,PO-6819
INV-2026-4603,summit office supplies,1288.67,2026-02-20,2026-03-22,overdue,PO-6295
INV-2026-5017,Civic Square Legal,2022.42,2026-03-23,2026-05-22,paid,PO-6156
INV-2026-2229,Wellspring Analytics,203.96,2026-02-10,2026-03-12,pending,PO-6884
INV-2026-3050,Pinnacle Telecom,401.7,2026-05-31,2026-06-15,overdue,PO-6896
INV-2026-3470,Bluepeak Marketing,2107.41,2026-02-11,2026-04-12,paid,PO-6327
INV-2026-3768,Ironclad Logistics,234.76,2026-02-20,2026-04-06,overdue,PO-6825
INV-2026-4893,Harborstone Consulting,473.97,2026-05-01,2026-05-31,paid,PO-6576
INV-2026-4466,Golden Valley Catering,5655.15,2026-02-03,2026-03-05,overdue,PO-6609
INV-2026-3640,Meadowbrook Payroll,2239.71,2026-04-04,2026-05-04,paid,PO-6598
INV-2026-3580,Golden Valley Catering,1443.78,2026-05-31,2026-07-15,overdue,PO-6076
INV-2026-3926,Trustpoint Insurance,219.68,2026-06-01,2026-07-01,overdue,PO-6088
INV-2026-3410,Golden Valley Catering,832.96,2026-06-08,2026-07-23,pending,PO-6682
INV-2026-2066,SUMMIT OFFICE SUPPLIES,911.12,2026-05-06,2026-06-05,paid,PO-6620
INV-2026-3772,Fleetline Maintenance,1312.36,2026-03-27,2026-04-26,pending,PO-6189
INV-2026-3545,Wellspring Analytics,376.54,2026-04-29,2026-06-28,pending,PO-6285
INV-2026-4107,Northwind Security,384.7,2026-05-07,2026-05-22,overdue,PO-6987
INV-2026-3006,Bluepeak Marketing,948.92,2026-06-23,2026-07-23,paid,PO-6895
INV-2026-2174,Riverside Cleaning Co,638.57,2026-02-05,2026-03-07,pending,PO-6371
INV-2026-3649,Wellspring Analytics,367.08,2026-01-12,2026-02-11,pending,PO-6627
INV-2026-3932,summit office supplies,2769.96,2026-05-16,2026-06-15,overdue,PO-6463
INV-2026-3330,Quartz Design Studio,51.63,2026-03-13,2026-03-28,overdue,PO-6096
INV-2026-4745,SUMMIT OFFICE SUPPLIES,424.74,2026-01-02,2026-02-01,pending,PO-6375
INV-2026-4249,IRONCLAD LOGISTICS,179.77,2026-01-25,2026-03-11,paid,PO-6547
INV-2026-3812,Pinnacle Telecom,3453.25,2026-01-15,2026-02-14,overdue,PO-6679
INV-2026-4754,Golden Valley Catering,257.3,,2026-02-24,overdue,PO-6630
INV-2026-3172,Riverside Cleaning Co,1666.61,2026-05-26,2026-06-25,paid,PO-6444
INV-2026-4474,Fleetline Maintenance,116.92,2026-01-31,2026-03-17,pending,PO-6430
INV-2026-3574,IRONCLAD LOGISTICS,1570.45,2026-02-28,2026-04-29,overdue,PO-6532
INV-2026-2837,Harborstone Consulting,1958.32,2026-03-04,2026-04-03,paid,PO-6245
INV-2026-3231,Fleetline Maintenance,2006.33,2026-01-08,2026-02-07,overdue,PO-6438
INV-2026-2718,IRONCLAD LOGISTICS,1100.08,2026-05-27,2026-07-11,pending,PO-6980
INV-2026-2939,Meadowbrook Payroll,1563.98,2026-03-26,2026-05-10,paid,PO-6747
INV-2026-3873,Precision Print Shop,131.97,2026-02-09,2026-04-10,pending,PO-6303
INV-2026-4459,Riverside Cleaning Co,1322.27,2026-03-20,2026-05-04,paid,PO-6853
INV-2026-4898,Quartz Design Studio,1349.34,2026-02-12,2026-03-29,pending,PO-6406
INV-2026-2433,Trustpoint Insurance,469.02,2026-03-04,2026-04-03,overdue,PO-6795
INV-2026-3230,Fleetline Maintenance,436.93,2026-02-13,2026-03-15,pending,PO-6555
INV-2026-5007,Pinnacle Telecom,27367.44,2026-03-18,2026-05-02,paid,PO-6849
INV-2026-5205,Everline Distribution,50060.83,2026-03-10,2026-03-25,pending,PO-6426
INV-2026-2513,Everline Distribution,1139.26,2026-01-28,2026-02-12,paid,PO-6481
INV-2026-2681,Civic Square Legal,3528.09,2026-03-28,2026-04-12,paid,PO-6407
INV-2026-3757,Bluepeak Marketing,,2026-04-14,2026-05-14,overdue,PO-6479
INV-2026-4284,Everline Distribution,5244.17,2026-03-29,2026-05-13,overdue,PO-6269
INV-2026-2763,Golden Valley Catering,1495.9,2026-06-25,2026-07-25,paid,PO-6604
INV-2026-4324,Quartz Design Studio,6814.23,2026-01-21,2026-02-05,paid,PO-6825
